time,mv
01:43.051960,-0.012
01:43.055870,-0.01
01:43.059780,-0.01
01:43.063690,-0.011
01:43.067600,-0.012
01:43.071510,-0.012
01:43.075420,-0.012
01:43.079330,-0.013000000000000001
01:43.083240,-0.013000000000000001
01:43.087150,-0.013000000000000001
01:43.091060,-0.013000000000000001
01:43.094970,-0.012
01:43.098880,-0.012
01:43.102790,-0.012
01:43.106700,-0.013000000000000001
01:43.110610,-0.014
01:43.114520,-0.014
01:43.118430,-0.013000000000000001
01:43.122340,-0.013000000000000001
01:43.126250,-0.013000000000000001
01:43.130160,-0.012
01:43.134070,-0.012
01:43.137980,-0.012
01:43.141890,-0.013000000000000001
01:43.145800,-0.013000000000000001
01:43.149710,-0.013000000000000001
01:43.153620,-0.013000000000000001
01:43.157530,-0.013000000000000001
01:43.161440,-0.013000000000000001
01:43.165350,-0.013000000000000001
01:43.169260,-0.012
01:43.173170,-0.013000000000000001
01:43.177080,-0.014
01:43.180990,-0.013000000000000001
01:43.184900,-0.013000000000000001
01:43.188810,-0.012
01:43.192720,-0.012
01:43.196630,-0.013000000000000001
01:43.200540,-0.014
01:43.204450,-0.015
01:43.208360,-0.014
01:43.212270,-0.014
01:43.216180,-0.014
01:43.220090,-0.013000000000000001
01:43.224000,-0.013000000000000001
01:43.227910,-0.013000000000000001
01:43.231820,-0.012
01:43.235730,-0.014
01:43.239640,-0.013000000000000001
01:43.243550,-0.013000000000000001
01:43.247460,-0.013000000000000001
01:43.251370,-0.014
01:43.255280,-0.014
01:43.259190,-0.012
01:43.263100,-0.012
01:43.267010,-0.011
01:43.270920,-0.012
01:43.274830,-0.013000000000000001
01:43.278740,-0.012
01:43.282650,-0.013000000000000001
01:43.286560,-0.014
01:43.290470,-0.013000000000000001
01:43.294380,-0.012
01:43.298290,-0.011
01:43.302200,-0.011
01:43.306110,-0.009000000000000001
01:43.310020,-0.007
01:43.313930,-0.007
01:43.317840,-0.007
01:43.321750,-0.005
01:43.325660,-0.004
01:43.329570,-0.003
01:43.333480,-0.001
01:43.337390,0.001
01:43.341300,0.003
01:43.345210,0.004
01:43.349120,0.005
01:43.353030,0.004
01:43.356940,0.002
01:43.360850,0.002
01:43.364760,0.002
01:43.368670,0.001
01:43.372580,0.001
01:43.376490,0.0
01:43.380400,-0.002
01:43.384310,-0.005
01:43.388220,-0.006
01:43.392130,-0.008
01:43.396040,-0.011
01:43.399950,-0.014
01:43.403860,-0.013000000000000001
01:43.407770,-0.014
01:43.411680,-0.014
01:43.415590,-0.013000000000000001
01:43.419500,-0.013000000000000001
01:43.423410,-0.015
01:43.427320,-0.015
01:43.431230,-0.014
01:43.435140,-0.015
01:43.439050,-0.016
01:43.442960,-0.017
01:43.446870,-0.017
01:43.450780,-0.016
01:43.454690,-0.015
01:43.458600,-0.016
01:43.462510,-0.017
01:43.466420,-0.015
01:43.470330,-0.011
01:43.474240,-0.006
01:43.478150,0.003
01:43.482060,0.022
01:43.485970,0.049
01:43.489880,0.088
01:43.493790,0.134
01:43.497700,0.163
01:43.501610,0.165
01:43.505520,0.133
01:43.509430,0.074
01:43.513340,0.003
01:43.517250,-0.056
01:43.521160,-0.078
01:43.525070,-0.077
01:43.528980,-0.068
01:43.532890,-0.056
01:43.536800,-0.045
01:43.540710,-0.035
01:43.544620,-0.029
01:43.548530,-0.025
01:43.552440,-0.021
01:43.556350,-0.017
01:43.560260,-0.013000000000000001
01:43.564170,-0.012
01:43.568080,-0.011
01:43.571990,-0.011
01:43.575900,-0.01
01:43.579810,-0.009000000000000001
01:43.583720,-0.008
01:43.587630,-0.008
01:43.591540,-0.007
01:43.595450,-0.007
01:43.599360,-0.006
01:43.603270,-0.005
01:43.607180,-0.005
01:43.611090,-0.004
01:43.615000,-0.004
01:43.618910,-0.002
01:43.622820,-0.001
01:43.626730,-0.001
01:43.630640,0.0
01:43.634550,0.0
01:43.638460,0.0
01:43.642370,0.002
01:43.646280,0.004
01:43.650190,0.005
01:43.654100,0.007
01:43.658010,0.008
01:43.661920,0.009000000000000001
01:43.665830,0.011
01:43.669740,0.013000000000000001
01:43.673650,0.015
01:43.677560,0.017
01:43.681470,0.019
01:43.685380,0.022
01:43.689290,0.024
01:43.693200,0.026000000000000002
01:43.697110,0.031
01:43.701020,0.033
01:43.704930,0.035
01:43.708840,0.035
01:43.712750,0.037
01:43.716660,0.037
01:43.720570,0.039
01:43.724480,0.041
01:43.728390,0.041
01:43.732300,0.042
01:43.736210,0.043000000000000003
01:43.740120,0.043000000000000003
01:43.744030,0.042
01:43.747940,0.042
01:43.751850,0.042
01:43.755760,0.042
01:43.759670,0.042
01:43.763580,0.042
01:43.767490,0.041
01:43.771400,0.04
01:43.775310,0.039
01:43.779220,0.037
01:43.783130,0.033
01:43.787040,0.031
01:43.790950,0.029
01:43.794860,0.026000000000000002
01:43.798770,0.023
01:43.802680,0.02
01:43.806590,0.018000000000000002
01:43.810500,0.015
01:43.814410,0.013000000000000001
01:43.818320,0.011
01:43.822230,0.008
01:43.826140,0.006
01:43.830050,0.004
01:43.833960,0.002
01:43.837870,0.002
01:43.841780,0.001
01:43.845690,-0.001
01:43.849600,-0.002
01:43.853510,-0.003
01:43.857420,-0.004
01:43.861330,-0.004
01:43.865240,-0.004
01:43.869150,-0.004
01:43.873060,-0.004
01:43.876970,-0.004
01:43.880880,-0.005
01:43.884790,-0.005
01:43.888700,-0.004
01:43.892610,-0.004
01:43.896520,-0.004
01:43.900430,-0.004
01:43.904340,-0.004
01:43.908250,-0.004
01:43.912160,-0.004
01:43.916070,-0.004
01:43.919980,-0.003
01:43.923890,-0.003
01:43.927800,-0.003
01:43.931710,-0.003
01:43.935620,-0.003
01:43.939530,-0.002
01:43.943440,-0.002
01:43.947350,-0.003
01:43.951260,-0.003
01:43.955170,-0.003
01:43.959080,-0.001
01:43.962990,-0.001
01:43.966900,-0.001
01:43.970810,-0.004
01:43.974720,-0.005
01:43.978630,-0.007
01:43.982540,-0.008
01:43.986450,-0.009000000000000001
01:43.990360,-0.008
01:43.994270,-0.008
01:43.998180,-0.008
01:44.002090,-0.009000000000000001
01:44.006000,-0.009000000000000001
01:44.009910,-0.009000000000000001
01:44.013820,-0.009000000000000001
01:44.017730,-0.009000000000000001
01:44.021640,-0.009000000000000001
01:44.025550,-0.011
01:44.029460,-0.011
01:44.033370,-0.01
01:44.037280,-0.008
01:44.041190,-0.009000000000000001
01:44.045100,-0.011
01:44.049010,-0.01
01:44.052920,-0.008
01:44.056830,-0.007
01:44.060740,-0.008
01:44.064650,-0.009000000000000001
01:44.068560,-0.009000000000000001
01:44.072470,-0.008
01:44.076380,-0.008
01:44.080290,-0.008
01:44.084200,-0.01
01:44.088110,-0.011
01:44.092020,-0.01
01:44.095930,-0.011
01:44.099840,-0.011
01:44.103750,-0.01
01:44.107660,-0.007
01:44.111570,-0.001
01:44.115480,0.01
01:44.119390,0.029
01:44.123300,0.056
01:44.127210,0.094
01:44.131120,0.137
01:44.135030,0.165
01:44.138940,0.166
01:44.142850,0.136
01:44.146760,0.079
01:44.150670,0.012
01:44.154580,-0.049
01:44.158490,-0.076
01:44.162400,-0.077
01:44.166310,-0.066
01:44.170220,-0.049
01:44.174130,-0.036000000000000004
01:44.178040,-0.028
01:44.181950,-0.024
01:44.185860,-0.02
01:44.189770,-0.016
01:44.193680,-0.012
01:44.197590,-0.008
01:44.201500,-0.006
01:44.205410,-0.006
01:44.209320,-0.007
01:44.213230,-0.005
01:44.217140,-0.004
01:44.221050,-0.003
01:44.224960,-0.003
01:44.228870,-0.003
01:44.232780,-0.001
01:44.236690,-0.001
01:44.240600,-0.001
01:44.244510,-0.001
01:44.248420,-0.001
01:44.252330,0.001
01:44.256240,0.002
01:44.260150,0.003
01:44.264060,0.004
01:44.267970,0.005
01:44.271880,0.006
01:44.275790,0.006
01:44.279700,0.007
01:44.283610,0.009000000000000001
01:44.287520,0.011
01:44.291430,0.012
01:44.295340,0.012
01:44.299250,0.014
01:44.303160,0.017
01:44.307070,0.019
01:44.310980,0.02
01:44.314890,0.021
01:44.318800,0.023
01:44.322710,0.026000000000000002
01:44.326620,0.029
01:44.330530,0.031
01:44.334440,0.031
01:44.338350,0.033
01:44.342260,0.035
01:44.346170,0.035
01:44.350080,0.037
01:44.353990,0.038
01:44.357900,0.039
01:44.361810,0.039
01:44.365720,0.04
01:44.369630,0.041
01:44.373540,0.041
01:44.377450,0.04
01:44.381360,0.039
01:44.385270,0.04
01:44.389180,0.039
01:44.393090,0.039
01:44.397000,0.037
01:44.400910,0.036000000000000004
01:44.404820,0.035
01:44.408730,0.033
01:44.412640,0.03
01:44.416550,0.028
01:44.420460,0.024
01:44.424370,0.021
01:44.428280,0.018000000000000002
01:44.432190,0.016
01:44.436100,0.013000000000000001
01:44.440010,0.009000000000000001
01:44.443920,0.006
01:44.447830,0.004
01:44.451740,0.003
01:44.455650,0.001
01:44.459560,0.0
01:44.463470,0.0
01:44.467380,-0.002
01:44.471290,-0.004
01:44.475200,-0.005
01:44.479110,-0.005
01:44.483020,-0.006
01:44.486930,-0.006
01:44.490840,-0.007
01:44.494750,-0.006
01:44.498660,-0.006
01:44.502570,-0.006
01:44.506480,-0.008
01:44.510390,-0.007
01:44.514300,-0.007
01:44.518210,-0.008
01:44.522120,-0.008
01:44.526030,-0.007
01:44.529940,-0.007
01:44.533850,-0.007
01:44.537760,-0.007
01:44.541670,-0.006
01:44.545580,-0.006
01:44.549490,-0.006
01:44.553400,-0.005
01:44.557310,-0.006
01:44.561220,-0.006
01:44.565130,-0.006
01:44.569040,-0.005
01:44.572950,-0.004
01:44.576860,-0.004
01:44.580770,-0.004
01:44.584680,-0.003
01:44.588590,-0.003
01:44.592500,-0.003
01:44.596410,-0.003
01:44.600320,-0.003
01:44.604230,-0.004
01:44.608140,-0.004
01:44.612050,-0.004
01:44.615960,-0.005
01:44.619870,-0.005
01:44.623780,-0.005
01:44.627690,-0.006
01:44.631600,-0.005
01:44.635510,-0.005
01:44.639420,-0.006
01:44.643330,-0.006
01:44.647240,-0.007
01:44.651150,-0.007
01:44.655060,-0.008
01:44.658970,-0.006
01:44.662880,-0.006
01:44.666790,-0.007
01:44.670700,-0.007
01:44.674610,-0.007
01:44.678520,-0.007
01:44.682430,-0.008
01:44.686340,-0.008
01:44.690250,-0.008
01:44.694160,-0.008
01:44.698070,-0.009000000000000001
01:44.701980,-0.009000000000000001
01:44.705890,-0.009000000000000001
01:44.709800,-0.009000000000000001
01:44.713710,-0.009000000000000001
01:44.717620,-0.009000000000000001
01:44.721530,-0.009000000000000001
01:44.725440,-0.009000000000000001
01:44.729350,-0.009000000000000001
01:44.733260,-0.009000000000000001
01:44.737170,-0.01
01:44.741080,-0.01
01:44.744990,-0.011
01:44.748900,-0.01
01:44.752810,-0.01
01:44.756720,-0.009000000000000001
01:44.760630,-0.009000000000000001
01:44.764540,-0.01
01:44.768450,-0.01
01:44.772360,-0.01
01:44.776270,-0.011
01:44.780180,-0.01
01:44.784090,-0.011
01:44.788000,-0.01
01:44.791910,-0.011
01:44.795820,-0.011
01:44.799730,-0.01
01:44.803640,-0.01
01:44.807550,-0.01
01:44.811460,-0.01
01:44.815370,-0.009000000000000001
01:44.819280,-0.009000000000000001
01:44.823190,-0.008
01:44.827100,-0.009000000000000001
01:44.831010,-0.01
01:44.834920,-0.009000000000000001
01:44.838830,-0.01
01:44.842740,-0.009000000000000001
01:44.846650,-0.009000000000000001
01:44.850560,-0.01
01:44.854470,-0.009000000000000001
01:44.858380,-0.009000000000000001
01:44.862290,-0.009000000000000001
01:44.866200,-0.009000000000000001
01:44.870110,-0.008
01:44.874020,-0.009000000000000001
01:44.877930,-0.009000000000000001
01:44.881840,-0.009000000000000001
01:44.885750,-0.009000000000000001
01:44.889660,-0.009000000000000001
01:44.893570,-0.009000000000000001
01:44.897480,-0.009000000000000001
01:44.901390,-0.009000000000000001
01:44.905300,-0.009000000000000001
01:44.909210,-0.01
01:44.913120,-0.01
01:44.917030,-0.009000000000000001
01:44.920940,-0.009000000000000001
01:44.924850,-0.009000000000000001
01:44.928760,-0.01
01:44.932670,-0.01
01:44.936580,-0.009000000000000001
01:44.940490,-0.01
01:44.944400,-0.009000000000000001
01:44.948310,-0.008
01:44.952220,-0.008
01:44.956130,-0.009000000000000001
01:44.960040,-0.009000000000000001
01:44.963950,-0.009000000000000001
01:44.967860,-0.009000000000000001
01:44.971770,-0.009000000000000001
01:44.975680,-0.009000000000000001
01:44.979590,-0.009000000000000001
01:44.983500,-0.009000000000000001
01:44.987410,-0.01
01:44.991320,-0.01
01:44.995230,-0.009000000000000001
01:44.999140,-0.009000000000000001
01:45.003050,-0.01
01:45.006960,-0.009000000000000001
01:45.010870,-0.009000000000000001
01:45.014780,-0.009000000000000001
01:45.018690,-0.009000000000000001
01:45.022600,-0.01
01:45.026510,-0.01
01:45.030420,-0.01
01:45.034330,-0.009000000000000001
01:45.038240,-0.009000000000000001
01:45.042150,-0.009000000000000001
01:45.046060,-0.01
01:45.049970,-0.01
01:45.053880,-0.011
01:45.057790,-0.01
01:45.061700,-0.009000000000000001
01:45.065610,-0.01
01:45.069520,-0.01
01:45.073430,-0.009000000000000001
01:45.077340,-0.01
01:45.081250,-0.01
01:45.085160,-0.01
01:45.089070,-0.009000000000000001
01:45.092980,-0.009000000000000001
01:45.096890,-0.009000000000000001
01:45.100800,-0.009000000000000001
01:45.104710,-0.009000000000000001
01:45.108620,-0.01
01:45.112530,-0.01
01:45.116440,-0.009000000000000001
01:45.120350,-0.009000000000000001
01:45.124260,-0.01
01:45.128170,-0.01
01:45.132080,-0.01
01:45.135990,-0.01
01:45.139900,-0.009000000000000001
01:45.143810,-0.009000000000000001
01:45.147720,-0.008
01:45.151630,-0.008
01:45.155540,-0.008
01:45.159450,-0.009000000000000001
01:45.163360,-0.008
01:45.167270,-0.008
01:45.171180,-0.01
01:45.175090,-0.009000000000000001
01:45.179000,-0.008
01:45.182910,-0.009000000000000001
01:45.186820,-0.009000000000000001
01:45.190730,-0.008
01:45.194640,-0.008
01:45.198550,-0.008
01:45.202460,-0.007
01:45.206370,-0.008
01:45.210280,-0.009000000000000001
01:45.214190,-0.01
01:45.218100,-0.01
01:45.222010,-0.009000000000000001
01:45.225920,-0.008
01:45.229830,-0.008
01:45.233740,-0.009000000000000001
01:45.237650,-0.009000000000000001
01:45.241560,-0.008
01:45.245470,-0.008
01:45.249380,-0.008
01:45.253290,-0.008
01:45.257200,-0.008
01:45.261110,-0.008
01:45.265020,-0.009000000000000001
01:45.268930,-0.009000000000000001
01:45.272840,-0.009000000000000001
01:45.276750,-0.01
01:45.280660,-0.01
01:45.284570,-0.009000000000000001
01:45.288480,-0.008
01:45.292390,-0.008
01:45.296300,-0.009000000000000001
01:45.300210,-0.009000000000000001
01:45.304120,-0.009000000000000001
01:45.308030,-0.009000000000000001
01:45.311940,-0.008
01:45.315850,-0.008
01:45.319760,-0.008
01:45.323670,-0.008
01:45.327580,-0.008
01:45.331490,-0.007
01:45.335400,-0.007
01:45.339310,-0.008
01:45.343220,-0.008
01:45.347130,-0.009000000000000001
01:45.351040,-0.009000000000000001
01:45.354950,-0.009000000000000001
01:45.358860,-0.008
01:45.362770,-0.006
01:45.366680,-0.007
01:45.370590,-0.006
01:45.374500,-0.003
01:45.378410,0.0
01:45.382320,0.002
01:45.386230,0.001
01:45.390140,0.001
01:45.394050,0.0
01:45.397960,0.001
01:45.401870,0.002
01:45.405780,0.004
01:45.409690,0.007
01:45.413600,0.009000000000000001
01:45.417510,0.008
01:45.421420,0.008
01:45.425330,0.006
01:45.429240,0.003
01:45.433150,0.0
01:45.437060,-0.002
01:45.440970,-0.003
01:45.444880,-0.004
01:45.448790,-0.005
01:45.452700,-0.005
01:45.456610,-0.006
01:45.460520,-0.007
01:45.464430,-0.01
01:45.468340,-0.012
01:45.472250,-0.011
01:45.476160,-0.01
01:45.480070,-0.011
01:45.483980,-0.011
01:45.487890,-0.011
01:45.491800,-0.011
01:45.495710,-0.012
01:45.499620,-0.011
01:45.503530,-0.01
01:45.507440,-0.01
01:45.511350,-0.011
01:45.515260,-0.011
01:45.519170,-0.012
01:45.523080,-0.012
01:45.526990,-0.01
01:45.530900,-0.007
01:45.534810,0.0
01:45.538720,0.01
01:45.542630,0.03
01:45.546540,0.058
01:45.550450,0.097
01:45.554360,0.14200000000000002
01:45.558270,0.17400000000000002
01:45.562180,0.17500000000000002
01:45.566090,0.138
01:45.570000,0.077
01:45.573910,0.008
01:45.577820,-0.045
01:45.581730,-0.063
01:45.585640,-0.057
01:45.589550,-0.045
01:45.593460,-0.034
01:45.597370,-0.024
01:45.601280,-0.022
01:45.605190,-0.02
01:45.609100,-0.016
01:45.613010,-0.012
01:45.616920,-0.01
01:45.620830,-0.009000000000000001
01:45.624740,-0.008
01:45.628650,-0.007
01:45.632560,-0.007
01:45.636470,-0.007
01:45.640380,-0.006
01:45.644290,-0.006
01:45.648200,-0.005
01:45.652110,-0.004
01:45.656020,-0.003
01:45.659930,-0.004
01:45.663840,-0.004
01:45.667750,-0.002
01:45.671660,-0.001
01:45.675570,-0.001
01:45.679480,0.0
01:45.683390,0.0
01:45.687300,0.0
01:45.691210,0.001
01:45.695120,0.003
01:45.699030,0.004
01:45.702940,0.005
01:45.706850,0.006
01:45.710760,0.008
01:45.714670,0.008
01:45.718580,0.01
01:45.722490,0.012
01:45.726400,0.014
01:45.730310,0.015
01:45.734220,0.018000000000000002
01:45.738130,0.02
01:45.742040,0.022
01:45.745950,0.023
01:45.749860,0.026000000000000002
01:45.753770,0.03
01:45.757680,0.032
01:45.761590,0.033
01:45.765500,0.034
01:45.769410,0.035
01:45.773320,0.037
01:45.777230,0.04
01:45.781140,0.041
01:45.785050,0.042
01:45.788960,0.043000000000000003
01:45.792870,0.044
01:45.796780,0.046
01:45.800690,0.047
01:45.804600,0.048
01:45.808510,0.049
01:45.812420,0.049
01:45.816330,0.049
01:45.820240,0.05
01:45.824150,0.049
01:45.828060,0.048
01:45.831970,0.048
01:45.835880,0.047
01:45.839790,0.046
01:45.843700,0.044
01:45.847610,0.042
01:45.851520,0.04
01:45.855430,0.038
01:45.859340,0.036000000000000004
01:45.863250,0.033
01:45.867160,0.031
01:45.871070,0.026000000000000002
01:45.874980,0.024
01:45.878890,0.02
01:45.882800,0.016
01:45.886710,0.014
01:45.890620,0.012
01:45.894530,0.01
01:45.898440,0.008
01:45.902350,0.007
01:45.906260,0.006
01:45.910170,0.004
01:45.914080,0.003
01:45.917990,0.003
01:45.921900,0.002
01:45.925810,0.0
01:45.929720,0.0
01:45.933630,0.0
01:45.937540,-0.002
01:45.941450,-0.002
01:45.945360,0.0
01:45.949270,0.0
01:45.953180,-0.001
01:45.957090,0.0
01:45.961000,0.001
01:45.964910,0.0
01:45.968820,0.0
01:45.972730,0.0
01:45.976640,0.0
01:45.980550,0.001
01:45.984460,0.001
01:45.988370,0.002
01:45.992280,0.004
01:45.996190,0.003
01:46.000100,0.002
01:46.004010,0.003
01:46.007920,0.003
01:46.011830,0.003
01:46.015740,0.003
01:46.019650,0.003
01:46.023560,0.004
01:46.027470,0.004
01:46.031380,0.004
01:46.035290,0.004
01:46.039200,0.004
01:46.043110,0.005
01:46.047020,0.005
01:46.050930,0.004
01:46.054840,0.002
01:46.058750,0.001
01:46.062660,0.002
01:46.066570,0.002
01:46.070480,0.002
01:46.074390,0.001
01:46.078300,0.001
01:46.082210,0.0
01:46.086120,-0.001
01:46.090030,-0.002
01:46.093940,-0.001
01:46.097850,-0.002
01:46.101760,-0.002
01:46.105670,-0.003
01:46.109580,-0.004
01:46.113490,-0.004
01:46.117400,-0.006
01:46.121310,-0.006
01:46.125220,-0.006
01:46.129130,-0.007
01:46.133040,-0.006
01:46.136950,-0.006
01:46.140860,-0.008
01:46.144770,-0.008
01:46.148680,-0.007
01:46.152590,-0.007
01:46.156500,-0.008
01:46.160410,-0.008
01:46.164320,-0.007
01:46.168230,-0.008
01:46.172140,-0.008
01:46.176050,-0.008
01:46.179960,-0.008
01:46.183870,-0.01
01:46.187780,-0.01
01:46.191690,-0.01
01:46.195600,-0.01
01:46.199510,-0.01
01:46.203420,-0.01
01:46.207330,-0.01
01:46.211240,-0.01
01:46.215150,-0.01
01:46.219060,-0.009000000000000001
01:46.222970,-0.008
01:46.226880,-0.008
01:46.230790,-0.009000000000000001
01:46.234700,-0.01
01:46.238610,-0.011
01:46.242520,-0.011
01:46.246430,-0.011
01:46.250340,-0.011
01:46.254250,-0.011
01:46.258160,-0.011
01:46.262070,-0.01
01:46.265980,-0.01
01:46.269890,-0.01
01:46.273800,-0.01
01:46.277710,-0.01
01:46.281620,-0.01
01:46.285530,-0.011
01:46.289440,-0.012
01:46.293350,-0.012
01:46.297260,-0.012
01:46.301170,-0.012
01:46.305080,-0.012
01:46.308990,-0.012
01:46.312900,-0.011
01:46.316810,-0.011
01:46.320720,-0.011
01:46.324630,-0.011
01:46.328540,-0.01
01:46.332450,-0.01
01:46.336360,-0.011
01:46.340270,-0.011
01:46.344180,-0.012
01:46.348090,-0.012
01:46.352000,-0.012
01:46.355910,-0.011
01:46.359820,-0.011
01:46.363730,-0.011
01:46.367640,-0.011
01:46.371550,-0.012
01:46.375460,-0.011
01:46.379370,-0.011
01:46.383280,-0.011
01:46.387190,-0.011
01:46.391100,-0.011
01:46.395010,-0.011
01:46.398920,-0.011
01:46.402830,-0.01
01:46.406740,-0.01
01:46.410650,-0.01
01:46.414560,-0.01
01:46.418470,-0.009000000000000001
01:46.422380,-0.007
01:46.426290,-0.006
01:46.430200,-0.006
01:46.434110,-0.005
01:46.438020,-0.005
01:46.441930,-0.004
01:46.445840,-0.001
01:46.449750,-0.001
01:46.453660,0.0
01:46.457570,0.003
01:46.461480,0.005
01:46.465390,0.005
01:46.469300,0.006
01:46.473210,0.006
01:46.477120,0.005
01:46.481030,0.004
01:46.484940,0.003
01:46.488850,0.002
01:46.492760,0.001
01:46.496670,0.0
01:46.500580,-0.001
01:46.504490,-0.001
01:46.508400,-0.002
01:46.512310,-0.005
01:46.516220,-0.008
01:46.520130,-0.009000000000000001
01:46.524040,-0.01
01:46.527950,-0.012
01:46.531860,-0.013000000000000001
01:46.535770,-0.014
01:46.539680,-0.015
01:46.543590,-0.015
01:46.547500,-0.015
01:46.551410,-0.014
01:46.555320,-0.014
01:46.559230,-0.015
01:46.563140,-0.016
01:46.567050,-0.016
01:46.570960,-0.016
01:46.574870,-0.016
01:46.578780,-0.016
01:46.582690,-0.015
01:46.586600,-0.014
01:46.590510,-0.014
01:46.594420,-0.013000000000000001
01:46.598330,-0.011
01:46.602240,-0.006
01:46.606150,0.001
01:46.610060,0.016
01:46.613970,0.04
01:46.617880,0.074
01:46.621790,0.11900000000000001
01:46.625700,0.162
01:46.629610,0.182
01:46.633520,0.169
01:46.637430,0.11800000000000001
01:46.641340,0.049
01:46.645250,-0.02
01:46.649160,-0.065
01:46.653070,-0.075
01:46.656980,-0.065
01:46.660890,-0.05
01:46.664800,-0.038
01:46.668710,-0.032
01:46.672620,-0.028
01:46.676530,-0.026000000000000002
01:46.680440,-0.023
01:46.684350,-0.015
01:46.688260,-0.013000000000000001
01:46.692170,-0.011
